2	start mailnew crash aix 	click messeng aix build crash 	SeaMonkey	MailNews: Message Display	P1	jdunn	jdunn jdunn lchiang leger leger jdunn jdunn jdunn jdunn R6Agent jdunn jdunn jdunn jdunn jdunn jdunn jdunn jdunn jdunn netscape jdunn blizzard jdunn 	FIXED
4	mozilla overrid intern mime type effect 	build id current cv build today edit prefer navig helper applic peopl creat entri mime type mime type mozilla handl intern user set entri surpris user appar valid prefer step reproduc open helper applic whatever you want to call it bit prefer add entri image jpeg run extern program view jpeg imag click number button observ mozilla emit messag type url jpeg imag choic mozilla visit page jpeg view imag observ mozilla just set user mime type inform display jpeg imag ignor mozilla warn peopl helper applic ignor assum ignor rfe bug file bug 	SeaMonkey	Preferences	P3	cbiesinger	cks+mozilla mpt joseph bugzilla a_geek choess bzbarsky bzbarsky bzbarsky tmozilla tmozilla mozilla.org peterlubczynski-bugs law RainerBielefeldNG bzbarsky dlandazuri bzbarsky bobgus bzbarsky cbiesinger frax dlandazuri bzbarsky cbiesinger cbiesinger cbiesinger bzbarsky cbiesinger jag-mozilla cbiesinger jag-mozilla cbiesinger 	FIXED
4	disabl search subfold subfold exist 	suggest search subfold check box search base select picker select mail server folder subfold select news server group subgroup select object children diabl check box make grey subgroup subfold optim jglick 	SeaMonkey	MailNews: General	--	ewong	sspitzer jglick robinf sspitzer kairo kairo kairo kairo kairo kairo kairo mnyromyr ewong mnyromyr ewong mnyromyr ewong mnyromyr ewong 	FIXED
4	focu ring three pan window bad color 	build mac os focu ring pane focu three pan window black pixel thick pixel black outlin pane includ make window oafish focu ring variat color window select highlight color e g dark blue pixel thick insid black pane outlin 	SeaMonkey	MailNews: Message Display	--	mail	mpt lordpixel jruderman mpt scottputterman andreww andreww shliang hewitt andreww olgam mpt bugzilla lordpixel kairo kairo kairo kairo kairo kairo stefanh stefanh 	FIXED
3	cross folder acct navig wo land collaps structur 	nov th commerci trunk build cross folder account navig land destin folder group collaps folder collaps account structur note qa verifi fix scenario test simpl provid open login account level subfold open subfold mark messag unread click twisti parent folder collaps folder structur unread item subfold back inbox inbox messag read click unread button prompt advanc unread subfold click button result advanc land subfold unread item expect expand folder structur hous subfold land subfold select load unread messag note advanc subfold expand hierarchi note advanc account destin collaps account hierarchi 	SeaMonkey	MailNews: Message Display	P3	sspitzer	laurel laurel laurel laurel scottputterman scottputterman t.ule laurel laurel mnyromyr neil mozilla neil asa neil 	FIXED
5	javascript strict warn directory j 	javascript strict warn chrome communicator content directory directory j line function onclick return javascript strict warn chrome communicator content directory directory j line refer undefin properti window content defaultcharacterset javascript strict warn chrome communicator content directory directory j line refer undefin properti window content parentwindow 	SeaMonkey	Download & File Handling	--	acelists	bugzilla jag-mozbugs bugzilla jag-mozbugs trudelle benc bugzilla benc bugzilla ajvincent ajvincent bzbarsky ajvincent acelists acelists neil acelists neil acelists philip.chee 	FIXED
5	message mark read disabl unread messages al messag read 	build id message mark read ghost success mark step repro newsgroup message mark read expect result function mark messag read ghost read thread read actual result function ghost 	SeaMonkey	MailNews: Message Display	--	ewong	stephend stephend sspitzer laurel stephend arunprasannan standard8 philip.chee kshriram18 rkent kshriram18 kshriram18 jhorak jhorak philringnalda mozilla mozilla mozilla ewong jh ewong ewong philip.chee ewong philip.chee jh mnyromyr mnyromyr ewong mnyromyr jh squibblyflabbetydoo jh 	FIXED
2	number pref accept octal start hexadecim start x 	bugzilla helper user ag mozilla window win x en u m gecko buildid number enter cach size begin chang give etc reproduc step reproduc pref advanc cach set disk memori cach click actual result back pref cach size expect result back pref cach size 	SeaMonkey	Preferences	P3	eddyk	matxdr doronr bzbarsky bratell bugzilla gagan gordon shaver mpt gordon gordon mcafee benc gordon benc gordon bnesse eddyk eddyk alecf eddyk asa rcummins rcummins trudelle trudelle benc benc rcummins trudelle samir_bugzilla durbacher durbacher durbacher durbacher durbacher alecf cbiesinger bzbarsky durbacher cbiesinger 	FIXED
4	titl profil exit creat profil chang alert profil exist 	creat profil profil exist dialog box profil exist choos titl alert alert thing manag profil renam profil exist titl dialog profil exist s inconsist file http lxr mozilla org mozilla source profile resources locale en us profilemana ger properti http lxr mozilla org mozilla source profile resources locale en us createprofi lewizard properti 	SeaMonkey	Startup & Profiles	P4	bugs	bugzilla verbal paulkchen paulkchen bugzilla bugzilla bugzilla Stefan.Borggraefe 	FIXED
4	folder pane resiz mail window resiz 	launch mailnew thing care align size folder pane match width widest folder peopl ve ask mailnew main window resiz folder pane resiz proportin increas size mailnew mean space wast folder pane lot whitespac decreas folder quickli unread suggest folder pane size fix entir window resiz 	SeaMonkey	MailNews: Message Display	--	Stefan.Borggraefe	david stephend david stephend stephend david david david david nbaca nbaca scottputterman Peter ian Peter Peter spam spam spam jay spam Peter boblists boblists ues ues boblists Stefan.Borggraefe Stefan.Borggraefe Stefan.Borggraefe Stefan.Borggraefe neil Stefan.Borggraefe ben.bucksch ben.bucksch Stefan.Borggraefe ben.bucksch Stefan.Borggraefe neil mscott Stefan.Borggraefe Stefan.Borggraefe chofmann asa karenlhuang 	FIXED
5	pref advanc descript word 	pref advanc main pane check item automat enabl visit web page uncheck item page load faster function limit s load faster increas secur privacy softwar instal enabl softwar instal prompt updat s for before attach patch matt r 	SeaMonkey	Preferences	--	prometeo.bugs	ben.bucksch ben.bucksch ben.bucksch mpt ben.bucksch mpt ben.bucksch ben.bucksch ben.bucksch matt mpt choess stdowa+bugzilla ben.bucksch ben.bucksch contact2009 mozilla prometeo.bugs iann_bugzilla iann_bugzilla kairo stefanh prometeo.bugs kairo stefanh 	FIXED
3	clean mailnew support alt layout 	tracker pie sky 	SeaMonkey	MailNews: Message Display	--	neil	timeless timeless timeless timeless neil timeless mpt scottputterman timeless mpt timeless timeless timeless scottputterman timeless scottputterman neil scottputterman sspitzer jglick timeless neil timeless hamfastgamgee hamfastgamgee hwaara neil hwaara tingley timeless hwaara neil neil neil chofmann timeless sspitzer neil neil piskozub neil 	FIXED
4	folder properti dialog renam 	properti dialog mail folder read onli field field edit folder renam renam dialog remov favor allow user renam folder properti dialog m current architectur folder renam bug bug 	SeaMonkey	MailNews: Message Display	--	Stefan.Borggraefe	jruderman hwaara jg jg jg jg jg jg jg stephend jg stephend hwaara sspitzer jg jglick jg hwaara hwaara jg basic Stefan.Borggraefe mscott Stefan.Borggraefe Stefan.Borggraefe Stefan.Borggraefe mscott Stefan.Borggraefe Stefan.Borggraefe mozilla mscott Stefan.Borggraefe mscott 	FIXED
4	stand pane win context menu select 	perf build window mac linux test standalon messag window context menu problem identifi list bug step ad 	SeaMonkey	MailNews: Message Display	--	nobody	esther esther hwaara hwaara nbaca jg nbaca nbaca hwaara basic olgam jglick olgam nbaca samir_bugzilla philip.chee 	FIXED
3	bugzilla search option work 	select bugzilla mozilla org space search tab basic search open bug assign liber search bugzilla mozilla org homepag need 	SeaMonkey	Search	P3	samir_bugzilla	benc matt asa paulkchen mozilla mozilla mozilla matt mozilla asa samir_bugzilla samir_bugzilla samir_bugzilla samir_bugzilla samir_bugzilla 	FIXED
4	manual proxi configur refer exist domain 	advanc proxi manual proxi configur proxi domain yourcompany com yourcompany co nz exampl exist domain ca imagin purpos rememb similar situat mailnew account configur wizard suggest url chang non exist sorry ca find bug back 	SeaMonkey	Preferences	--	bugs	reinout benc mcafee gagan reinout gagan bbaetz 	FIXED
5	advanc unread dialog messag dialog titl 	hit n inbox unread messag dialog advanc unread messag bugmail s fine titl dialog advanc unread messag bugmail titl dialog mozilla mailnew 	SeaMonkey	MailNews: Message Display	--	philringnalda	jruderman andreas.premstaller jglick andreas.premstaller jglick andreas.premstaller jglick rbg_bz2 philringnalda philringnalda philringnalda 	FIXED
3	biff work nd account password save 	branch buildid platform trunk buildid platform log bug talk bhuvan biff fetch mail nd account onward password save password manag step creat profil launch mail applic creat account imap pop webmail log account save password password manag check checkbox use password manag rememb password make biff set enabl account profil close mail launch compos mail messag account send messag actual result biff fire account mail retriev account biff fetch mail nd rd account click msg button account expect biff fetch messag account interv biff check password account password save password manag click get messag button account biff work onward session 	SeaMonkey	MailNews: Message Display	--	mozilla	sheelar sheelar scottputterman sheelar sheelar mscott poilf alonsoalonsocr nerd joerg alonsoalonsocr approach Mozilla scottputterman mozilla mozilla mozilla sspitzer cavin asa mozilla asa mozilla 	FIXED
3	past line ignor email address cr compos window 	bugzilla helper user ag mozilla window window nt en u rv gecko buildid notepad file text spam stevecr cogs sussex ac uk faith runtime collective com zecabrandao hotmail com eliot cogs sussex ac uk window copi clipboard call messg mozilla click to line past address find onli one insert cr line variant bug chain email address stevecr cogs sussex ac uk faith runtime collective com zecabrandao hotmail com eliot cogs sussex ac uk insert to box insert a is pars seper address insert to box reproduc step reproduc 	SeaMonkey	MailNews: Composition	--	ewong	emmet verbal hoecoop hoecoop megabyte mike.baptiste johann.petrak johann.petrak brant bugzilla2 bugzilla2 bugzilla2 emmet mscott mozbugzilla mscott rmeans pe1chl murray csthomas mnyromyr Moz pe1chl vseerror Moz vseerror Anthony.Lanni Moz base12 mnyromyr hb philip.chee ewong philip.chee 	FIXED
4	add comment mailcontextmenus j 	ve spent hour mailcontextmenus j m learn put some comment ll slap whilst fix context menu issu ll complet comment bug 	SeaMonkey	MailNews: Message Display	--	nobody	jg jg asa jg philip.chee 	FIXED
3	search web ignor pref netscap search page 	trunk search search web netscap search page load search engin defin pref 	SeaMonkey	Search	--	jruderman	mozbug gabriel joseph.landry gabriel duncan hwaara cmaximus Erich.Iseli bbaetz fabian bugzilla mlh jruderman wolruf bugzilla asa dean_tessman jruderman samir_bugzilla aaronlev hewitt jruderman jruderman jruderman jruderman jruderman asa jmd 	FIXED
5	multipl page info window open 	bugzilla helper user ag mozilla window win en u rv gecko buildid click lock icon open page info window open extra page info window extra click doubl click lock open page info window reproduc step reproduc open web page mozilla click lock icon time actual result page info window open expect result click open page info window subsequ click bring window front window 	SeaMonkey	Page Info	--	philip.chee	catgutc doctor__j Deinst junruh asa security-bugs lord db48x doctor__j db48x doctor__j ssaux ssaux ssaux junruh dean_tessman mentin junruh db48x fletchsod nick dean_tessman mentin cloveious dean_tessman philip.chee neil philip.chee neil neil philip.chee philip.chee philip.chee neil philip.chee neil philip.chee philip.chee neil neil neil neil philip.chee neil philip.chee philip.chee neil kairo 	FIXED
4	ctrl select thread button select top messag 	bugzilla helper user ag mozilla x linux i en u rv gecko buildid click thread icon thread email messag entir thread expand select messag select control click select entir thread messag thread select counter intu want select top messag click messag thread button work reproduc step reproduc select singl messag hold ctrl click thread icon left thread messag actual result messag thread select addit singl messag step expect result messag thread select addit previous select messag show stopper slightli annoy shift select entir thread 	SeaMonkey	MailNews: Message Display	--	neil	mozilla asa jglick tuukka.tolvanen laurel mcow neil neil mozilla neil level matthijs.wensveen mcow 	FIXED
3	region select button hidden profil manag 	branch build linux rh ja previous region button visibl creat profil profil manag blue hue region select button hidden screenshot attach step open profil manag select creat profil advanc screen 	SeaMonkey	Startup & Profiles	P1	jg	jonrubin jonrubin jonrubin andreasb agracebush andreasb paulkchen bugs bugs jonrubin paulkchen andreasb bugs jaimejr jaimejr trudelle jg ruixu ruixu amyy ruixu amyy amyy jg jg jg jaimejr amyy jg ruixu jaimejr jg bugs hwaara jg jg jg bugs jg asa jg ruixu 	FIXED
5	compos s advanc properi dialog css properti incorrectli attribut 	compos s advanc properi dialog css properti incorrectli attribut tabl declar properti s field recommend css properti 	SeaMonkey	Composer	--	cmanske	daniel lixl cmanske daniel kinmoz cmanske sujay cmanske jaimejr slogan cmanske cmanske cmanske cmanske cmanske bugs cmanske 	FIXED
2	folder content appar disappear intens e mail 	bugzilla helper user ag mozilla window win en u rv gecko buildid occur time condit download e mail appear lot cpu usag interpret i e pictur comput appear freez close mozilla shut fail reset content folder disappear e g e mail inbox inbox appar messag report number float summari folder reproduc step reproduc download intens messag pop server click messag open messag begin load comput appear freez actual result comput lock eventu forc hard reset expect result mozilla display messag notic delet msf file relat problem folder correct problem appear recov e mail messag correctli naviscop web filter softwar activ html file download internet freez limit number pictur download time similar bug 	SeaMonkey	MailNews: Message Display	--	sspitzer	bugzilla bugzilla bugzilla asa henrik bugzilla bugzilla 	FIXED
4	disabl file subscrib menu pop account 	latest ns build file subscrib menu disabl pop account case select file subscrib menu bring unus subscrib window account folder subscribl imap news account disabl subscribl menu case step reproduc launch mail profil set pop account profil mail window select file subscrib 	SeaMonkey	MailNews: Message Display	--	acelists	ji sspitzer arunprasannan standard8 jh acelists mkmelin+mozilla acelists acelists acelists rsx11m.pub acelists acelists philip.chee acelists acelists acelists philip.chee rsx11m.pub iann_bugzilla rsx11m.pub rsx11m.pub acelists philip.chee acelists 	FIXED
2	folder name display blank initi resiz folder pane 	trunk build folder name display folder pane linux platform login imap mail actual result folder name display folder pane attach screen shot expect result display folder name folder pane 	SeaMonkey	MailNews: Message Display	P2	sspitzer	huang huang huang spam sspitzer hwaara huang huang huang huang huang huang huang spam hwaara fleona hwaara gerv sspitzer huang jvarga jvarga hwaara bugzilla mscott jaimejr saari buckland cavin sspitzer sspitzer 	FIXED
3	count hork touch server twisti 	unread count folder window news updat messag open news server s twisti reveal group statu bar s group stuff unread number chang close twisti reopen immedi correct mozilla contact server read messag count decreas read refresh folder pane correct annoy mozilla linux gerv 	SeaMonkey	MailNews: Message Display	--	waterson	gerv hwaara gerv spam gerv spam hwaara hwaara sspitzer sspitzer jvarga jvarga jvarga jvarga jvarga waterson sspitzer jvarga jvarga hwaara jvarga waterson waterson waterson waterson jvarga hyatt roc waterson 	FIXED
5	send email address produc inaccur error messag 	reproduc enter mail email address enter click send error sender fill email address mail newsgroup prefer refer mail new account settings prefer email entri mail newsgroup 	SeaMonkey	MailNews: Message Display	--	sspitzer	sander bzbarsky bzbarsky sander bzbarsky scottputterman sspitzer mikael 	FIXED
3	search engin anymor 	instal mozilla mac search engin search sidebar work ca pick engin use menu edit catagori thought cool featur s work anymor kill netscap comput keept bring talkback agent made comput crash guy mozilla rock crashi www crashnburn d 	SeaMonkey	Search	--	samir_bugzilla	crash samir_bugzilla crash samir_bugzilla crash jo.hermans bugmail crash samir_bugzilla bugzilla mozilla+bugcloser 	FIXED
3	middl truncat attach list messag header 	spin order show attach extens middl truncat attach messag attach header area crop main concern attach area good file middl truncat find attach truncat expand size attach area 	SeaMonkey	MailNews: Message Display	--	nobody	scottputterman arunprasannan standard8 o.e.ekker ben.bucksch 	FIXED
3	multipl reciepi shown wrong 	list to s cc s mozilla show address reproduc step reproduc send mail reciepi open mail mozilla mail reciepients list actual result email address apear reciepi 	SeaMonkey	MailNews: Message Display	--	sspitzer	dennis.birkholz skamio dennis.birkholz dennis.birkholz skamio laurel dennis.birkholz dennis.birkholz 	FIXED
4	dom inspector s toolbar class 	put class chromeclass toolbar dom inspector s toolbar mac os inspector window s toolbar widget hide show s trivial diff index mozilla extensions inspector resources content inspector xul rc file cvsroot mozilla extensions inspector resources content inspector xul retriev revis diff w u r inspector xul mozilla extensions inspector resources content inspector xul nov mozilla extensions inspector resources content inspector xul dec toolbox id tbxinstoolbox menubar id mbrinspectormain toolbar id tbinspectorprimari toolbar class chromeclass toolbar id tbinspectorprimari toolbox 	Other Applications	DOM Inspector	--	hewitt	mozilla hewitt 	FIXED
2	mach inspector fail build osx mach o 	inspector fail build osx mach o planetoid tinderbox link error 	Other Applications	DOM Inspector	--	hewitt	darin.moz darin.moz mikepinkerton mikepinkerton netscape darin.moz dbaron dbaron netscape dbaron netscape dbaron hewitt mgw mgw netscape mikepinkerton netscape sdagley netscape netscape dbaron bzbarsky netscape bstell darin.moz bzbarsky bstell mcafee bstell dbaron 	FIXED
3	smoketest doc issu intl compos cut past context menu 	bugzilla helper user ag mozilla compat msie window nt buildid test ic test requir type japanes charact open www zdnet co jp click edit page allow copi japanes charact past origin compos window problem past charact window click edit past work click mous select past browser window work fine way reproduc step reproduc follow step ic open window www zdnet co jp click edit page copi japanes charact past compos window past compos window mous click past actual result work mous past expect result mous past work work openvm linux document test fix figur asa determin 	SeaMonkey	Composer	--	cmanske	jfarrell asa brade brade brade teruko kasumi kasumi foss cmanske cmanske cmanske brade cmanske hewitt cmanske neil cmanske cmanske 	FIXED
4	search null report error 	bugzilla helper user ag mozilla compat msie window nt buildid run null string part fillow test http www mozilla org quality browser front end testcases composer composer find replace html verifi found error dialog pop search reproduc step reproduc follow step null string section http www mozilla org quality browser front end testcases composer composer find replace html actual result find space doc expect result doc error document bug differ space null document enter null string e g find dialog s search space null enter find line allow hit find button s chang test doc written submit bug make call 	SeaMonkey	Composer	--	akkzilla	jfarrell brade akkzilla akkzilla 	FIXED
4	numer disappear pref compos maximum number page list 	actual behavior prefer compos recent page menu maximum number page list set close prefer back set box box total white expect behavior prefer compos recent page menu maximum number page list set close prefer back set list 	SeaMonkey	Preferences	P3	samir_bugzilla	contact2009 bugzilla bugzilla cmanske bugzilla samir_bugzilla samir_bugzilla morse alecf samir_bugzilla samir_bugzilla pawyskoczka contact2009 contact2009 contact2009 contact2009 contact2009 	FIXED
4	inconsist mous wheel scroll behaviour advanc system panel 	bugzilla helper user ag mozilla window win en u rv gecko buildid system panel advanc prefer scrollabl window scroll time tickbox activ window mous scroll wheel window reproduc step reproduc navig edit prefer advanc system scrollabl window click tick box move mous scrollabl window mous wheel scroll actual result scrollabl window scroll time expect result window mous pointer scroll window activ tickbox scroll mous window 	SeaMonkey	Preferences	--	bryner	pmw57 gav samir_bugzilla gav gav 	FIXED
3	test 	test 	Calendar	Sunbird Only	--	mikeypotter	hai_hoang colinp colinp reed 	FIXED
3	test 	test 	Calendar	Sunbird Only	--	mikeypotter	hai_hoang colinp colinp reed 	FIXED
4	bookmark sidebar blank startup 	bugzilla helper user ag mozilla x suno sun u en u rv gecko buildid bookmark sidebar tab select tab startup display loading rotat arrow fill blank white background reproduc step reproduc select bookmark tab quit mozilla start mozilla bookmark sidebar blank select sidebar tab select bookmark sidebar tab bookmark display expect result bookmark sidebar tab display bookmark startup solari bit kernel patch level xserver patch level glib gtk v v 	SeaMonkey	Sidebar	--	bugs	bob sujay samir_bugzilla crumley cplyon timeless bob crumley bob ajvincent ajvincent bob mozbugz bugzilla mozbugz bugs bob 	FIXED
2	access violat indomview appendkidstoarray akids getlength 	indomview appendkidstoarray nsidomnodelist x nsisupportsarray x fde e line byte indomview getchildnodesfor nsidomnod x nsisupportsarray x d a line indomview createnod nsidomnod x indomviewnod x fd line byte indomview expandnod int line byte indomview toggleopenst indomview const x e a a int line xptc invokebyindex nsisupport x e a a unsign int unsign int nsxptcvariant x daa line xpcwrappedn callmethod xpccallcontext xpcwrappedn callmod call method line byte xpc wn callmethod jscontext x e jsobject x d a unsign int long x a long x dd c line byte js invok jscontext x e unsign int unsign int line byte js interpret jscontext x e long x e line byte js invok jscontext x e unsign int unsign int line byte js internalinvok jscontext x e jsobject x d b long unsign int unsign int long x e long x e c line byte js callfunctionvalu jscontext x e jsobject x d b long unsign int long x e long x e c line byte nsjscontext calleventhandl nsjscontext const x b void x d b void x b d unsign int void x e int x e int line byte nsjseventlisten handleev nsjseventlisten const x fde nsidomev x fdec line byte nsxblprototypehandl executehandl nsxblprototypehandl const x ae nsidomeventreceiv x aa nsidomev x fdec line dokey nsiatom x nsixblprototypehandl x ae nsidomev x fdec nsidomeventreceiv x aa line nsxblkeyhandl keypress nsxblkeyhandl const x dff nsidomev x fdec line byte nseventlistenermanag handleev nseventlistenermanag const x aa fc nsiprescontext x a d nsevent x f nsidomev x f c nsidomeventtarget x aa unsign int nseventstatu x f line byte nsxulel handledomev nsxulel const x aa nsiprescontext x a d nsevent x f nsidomev x f c unsign int nseventstatu x f line presshel handleeventintern nsevent x f nsiview x a unsign int nseventstatu x f line byte presshel handleev presshel const x a d nsiview x a nsguievent x f nseventstatu x f int int line byte nsview handleev nsview const x a nsguievent x f unsign int nseventstatu x f int int line nsviewmanag dispatchev nsviewmanag const x a a nsguievent x f nseventstatu x f line handleev nsguievent x f line nswindow dispatchev nswindow const x a nsguievent x f nseventstatu nseventstatus eignor line byte nswindow dispatchwindowev nsguievent x f line nswindow dispatchkeyev unsign int unsign short unsign int line byte nswindow onkeydown unsign int unsign int line indomview getchildnodesfor nsidomnod x nsisupportsarray x d a line domdoc getchildnod getter addref kid appendkidstoarray kid result getchildnod fail crash case m move nscomptr nsidomnodelist kid portabl reason patch come 	Other Applications	DOM Inspector	--	hewitt	timeless timeless bzbarsky timeless hewitt timeless 	FIXED
3	mail html e g outlook backroundpictur 	bugzilla helper user ag mozilla window window nt de at rv gecko buildid ve prob ve netscap click html mail backgroundpictur includ inbox mailfold curs ugli bug netscap mailprog disabl mean click mail work anymor click button middl screen make mail scoll bottom click mail schould only text mail maxim mailwindow fine mozilla bug bit softer cklick mail cpu usag turn mous lagg click text mail cpu usag turn normal low reproduc step reproduc send mail e g outlook express e mailaddress send mail txt html format mail backroundpictur pictur mail mail siz e g k backroundpictur url bug reciev mail netscap mozilla mail click mail shown mail window actual result cpu usag click mail expect result cpu usag expect low earlier version netscp e g outlook send e mail backroundpictur pictur ad mail reciepi offlin version mozilla netscap posibil url backround mail ca offlin s bad support bugfix bye marten richert 	SeaMonkey	MailNews: Message Display	--	sspitzer	e-PUNK e-PUNK e-PUNK roefs gilbert.fang e-PUNK 	FIXED
4	remov obsolet xul elmt attr compos xul 	extract bug addit comment blake ross xul person review xul futur patch ad text class label revert label tag correct text text tag deprec fact work anymor fix part separ bug prefattribut preftyp attribut checkbox addit comment charl mansk review xul week ago ll respons tell daniel label text 	SeaMonkey	Composer	--	daniel	daniel daniel bratell daniel bugzilla bugzilla peterv daniel sujay 	FIXED
1	dom inspector dom tree view load 	bugzilla helper user ag mozilla window win en u rv gecko buildid dom inspector side display page load reproduc 	Other Applications	DOM Inspector	--	hewitt	atmjav atmjav bzbarsky bzbarsky andreww ajvincent ian neil hewitt hewitt 	FIXED
